Pole Number,Number of Locations,Location 1,Location 2,Location 3,Action Needed
LAW.P.C130,5,19 KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,21 KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"UNNAMED LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.381288769509435, 27.814144037492138]",Verify correct location
LAW.P.C131,4,"UNNAMED LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.3812478931979, 27.814412791440752]",78 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,15 KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C132,2,80 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"UNNAMED LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.381226987740785, 27.814557128867165]",,Verify correct location
LAW.P.C133,5,9 KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"UNNAMED LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.381180541576146, 27.8148943032951]",72 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C139,2,"UNNAMED LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.380819310976424, 27.815477715638657]",68A MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C141,3,68 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"UNNAMED LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.380544065740196, 27.81545547880668]",66 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C142,2,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.380299778397134, 27.815438013984018]",62 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C143,3,68 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,58 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,60 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C145,3,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379951397795228, 27.815372267490684]",54 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,56 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C146,2,52 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,50 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C147,2,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37959982131301, 27.815310158409606]",50 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C148,4,42 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37937318757213, 27.81525442613557]",44 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C149,4,44 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37926067489822, 27.81524631023522]",39 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C151,2,61 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7408 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C152,4,30 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,61 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7408 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C153,4,7413 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,62 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,60 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C156,2,24 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,22 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C157,3,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.380433390583292, 27.814196155493093]",18 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,20 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C159,2,7423 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,63 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C160,2,85 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,83 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C161,3,81 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,68 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,79 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C163,2,61 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,77 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C164,2,77 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,75 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C165,2,69 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,73 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C166,4,65 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,69 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,67 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C167,3,65 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,61 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.3807163, 27.8145711]",Verify correct location
LAW.P.C168,3,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.380758545492895, 27.813311742662442]",64 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,66 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C171,3,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.380656250063375, 27.813940703870276]",57 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,75 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C172,2,69 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,20 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C173,2,69 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C175,2,4 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,8 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C176,3,53 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,57 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,55 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C178,4,34 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37999013162677, 27.8128848013547]",35 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C179,6,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379814066672992, 27.81285546171182]",38 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,40 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C180,4,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379966444979605, 27.813018744624728]",32 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,35 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C181,3,54 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,31 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,30 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C182,4,29 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,56 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.380100418442936, 27.813341992882574]",Verify correct location
LAW.P.C183,2,28 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,52 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C187,4,22 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,49 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,24 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C188,2,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379815855708333, 27.814075140630244]",21 VUKANI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C189,6,18 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379636606531317, 27.814046466284505]",20 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C192,5,8 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C195,3,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379509988642273, 27.814597563990215]",43 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,41 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C196,2,49 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,47 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C198,3,37 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,43 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37908926826088, 27.81295535836033]",Verify correct location
LAW.P.C199,2,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37910602056156, 27.812788076464642]",41 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C201,3,45 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,47 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379396728171855, 27.812850003100895]",Verify correct location
LAW.P.C202,2,48 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,46 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C205,4,43 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,21 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379230976016085, 27.813663586387122]",Verify correct location
LAW.P.C206,2,41 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378883002983116, 27.813593141710662]",,Verify correct location
LAW.P.C207,4,18 MORULA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,20 MORULA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,14 MORULA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C209,2,9 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,3 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C210,3,12 MORULA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378976525457094, 27.814184551854364]",10 MORULA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C211,5,13 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,19 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,17 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C212,4,9 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379137367024647, 27.814348124749912]",7 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C213,3,1 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379102389118422, 27.814526869423016]",5 REFILWE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C215,4,33 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,29 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,31 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C217,4,15 MORULA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,34 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378554665480657, 27.813019012990942]",Verify correct location
LAW.P.C218,2,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378539795947333, 27.813206629776168]","KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378528647974296, 27.813219063671724]",,Verify correct location
LAW.P.C220,3,35 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.3784785994169, 27.813541590159275]",31 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C221,3,7 MORULA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,32 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,36 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C222,2,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378394403748132, 27.814042986134258]",36 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C224,3,24 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,30 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,28 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C225,2,29 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,24 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C226,3,23 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,29 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,27 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C228,3,23 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,25 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7203 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C229,4,24 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,22 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,26 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C231,2,19 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7207 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C232,2,20 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,18 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C233,3,16 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,10 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C235,2,86 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,"SECOND AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.377297203267595, 27.81194927382081]",,Verify correct location
LAW.P.C236,3,7150 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,11 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,4 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C237,3,7172 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,8 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C238,4,7172 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,8 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,15 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C240,4,3 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,88 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7177 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C243,3,7 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,9 LESEDI STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C244,3,94 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,92 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7179 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C246,3,185 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,187 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,183 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C248,4,394 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7113 LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,392 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C249,3,181 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7110 LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,388 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C250,4,7109 LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,384 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,386 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C251,2,7130 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,380 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C252,2,7134 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,376 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C253,3,171 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7131 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,173 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C254,2,7104 LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,169 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C255,2,374 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7136 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C257,4,165 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,167 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7136 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C258,3,165 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7137 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,163 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C259,3,7141 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,157 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,372 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C260,2,155 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7101 LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C261,2,155 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7099 LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C262,4,364 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,366 SIMELANI AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,3 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C263,3,149 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7145 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,5 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C265,3,7217 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,4 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,100 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C266,3,4 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7219 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C267,2,10 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7223 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C268,4,1 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,98 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,3 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C269,3,13 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,11 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,9 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C270,3,19 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,17 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,15 KGOTSO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C271,4,20 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,18 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,16 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C274,2,15 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7272 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C275,2,19 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,17 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.C276,3,"KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378138973503635, 27.814319587789836]",23 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,21 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C277,3,23 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,7265 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,23 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C278,3,7266 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,27 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,25 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.C279,4,7275 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,11 INGWENYA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,13 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
